40.0323566,116.3555416,0,147.6,39856.1265740741,2009-02-12,03:02:16
40.0323566,116.3555249,0,147.6,39856.1265856481,2009-02-12,03:02:17
40.0322966,116.3554099,0,147.6,39856.1266203704,2009-02-12,03:02:20
40.0323249,116.3553016,0,147.6,39856.1266550926,2009-02-12,03:02:23
40.0323833,116.3552266,0,147.6,39856.126712963,2009-02-12,03:02:28
40.0324616,116.355155,0,147.6,39856.1267708333,2009-02-12,03:02:33
40.0325216,116.3550799,0,147.6,39856.1268402778,2009-02-12,03:02:39
40.0325016,116.3549783,0,147.6,39856.1269097222,2009-02-12,03:02:45
40.0324516,116.35489,0,147.6,39856.1269560185,2009-02-12,03:02:49
40.0324099,116.3548083,0,147.6,39856.1270138889,2009-02-12,03:02:54
40.0323649,116.3547033,0,147.6,39856.1271064815,2009-02-12,03:03:02
40.0322999,116.3546249,0,150.9,39856.1271527778,2009-02-12,03:03:06
40.0322599,116.3545333,0,147.6,39856.1272106481,2009-02-12,03:03:11
40.0321866,116.3544616,0,147.6,39856.1272569444,2009-02-12,03:03:15
40.0321333,116.35437,0,147.6,39856.1273263889,2009-02-12,03:03:21
40.0320999,116.3542816,0,147.6,39856.1273842593,2009-02-12,03:03:26
40.0320633,116.3541983,0,147.6,39856.1274421296,2009-02-12,03:03:31
40.0320899,116.3540949,0,147.6,39856.1275,2009-02-12,03:03:36
40.0321183,116.3540066,0,147.6,39856.1275462963,2009-02-12,03:03:40
40.0321249,116.3539166,0,147.6,39856.1276041667,2009-02-12,03:03:45
40.0320466,116.3538183,0,147.6,39856.1277083333,2009-02-12,03:03:54
40.0319783,116.3537483,0,147.6,39856.1277430556,2009-02-12,03:03:57
40.0319199,116.3536783,0,147.6,39856.1278009259,2009-02-12,03:04:02
40.0319066,116.35358,0,147.6,39856.1278703704,2009-02-12,03:04:08
40.0319466,116.3534966,0,147.6,39856.1279513889,2009-02-12,03:04:15
40.0320333,116.3534616,0,147.6,39856.1280671296,2009-02-12,03:04:25
40.0321266,116.353515,0,147.6,39856.1281365741,2009-02-12,03:04:31
40.0321716,116.3534216,0,147.6,39856.1281828704,2009-02-12,03:04:35
40.0322433,116.3533483,0,147.6,39856.1282638889,2009-02-12,03:04:42
40.0323399,116.3533166,0,147.6,39856.1283564815,2009-02-12,03:04:50
40.0324399,116.3533449,0,147.6,39856.1284259259,2009-02-12,03:04:56
40.0325133,116.353425,0,147.6,39856.1284722222,2009-02-12,03:05:00
40.0325249,116.35332,0,147.6,39856.1285069444,2009-02-12,03:05:03
40.0325416,116.3532049,0,147.6,39856.1285532407,2009-02-12,03:05:07
40.0325533,116.3531116,0,147.6,39856.128599537,2009-02-12,03:05:11
40.03261,116.3530099,0,147.6,39856.1286574074,2009-02-12,03:05:16
40.0325866,116.3529083,0,147.6,39856.1287384259,2009-02-12,03:05:23
40.0325749,116.3528049,0,147.6,39856.1288078704,2009-02-12,03:05:29
40.0326116,116.3527049,0,147.6,39856.1288773148,2009-02-12,03:05:35
40.0326516,116.3526099,0,147.6,39856.1289236111,2009-02-12,03:05:39
40.0325866,116.352535,0,147.6,39856.1289699074,2009-02-12,03:05:43
40.0325866,116.3524333,0,147.6,39856.1290277778,2009-02-12,03:05:48
40.0325766,116.3523366,0,147.6,39856.1290856482,2009-02-12,03:05:53
40.0325033,116.352275,0,147.6,39856.1291087963,2009-02-12,03:05:55
40.0324316,116.3522099,0,147.6,39856.1291666667,2009-02-12,03:06:00
40.0323783,116.3521333,0,147.6,39856.129224537,2009-02-12,03:06:05
40.0323716,116.3520433,0,147.6,39856.1293055556,2009-02-12,03:06:12
40.0323066,116.3519666,0,147.6,39856.129375,2009-02-12,03:06:18
40.0322916,116.35187,0,147.6,39856.1294328704,2009-02-12,03:06:23
40.0322799,116.3517716,0,147.6,39856.1295023148,2009-02-12,03:06:29
40.0322499,116.3516633,0,147.6,39856.1295717593,2009-02-12,03:06:35
40.0322366,116.3515666,0,147.6,39856.1296296296,2009-02-12,03:06:40
40.0322066,116.3514649,0,147.6,39856.1296875,2009-02-12,03:06:45
40.0322183,116.351365,0,147.6,39856.1297685185,2009-02-12,03:06:52
40.0321883,116.35126,0,147.6,39856.129837963,2009-02-12,03:06:58
40.0321649,116.3511616,0,147.6,39856.1299074074,2009-02-12,03:07:04
40.0321266,116.3510783,0,147.6,39856.1299537037,2009-02-12,03:07:08
40.0321383,116.3509816,0,147.6,39856.1300115741,2009-02-12,03:07:13
40.032095,116.3508983,0,147.6,39856.1300694444,2009-02-12,03:07:18
40.0321349,116.3507966,0,147.6,39856.1301388889,2009-02-12,03:07:24
40.0321166,116.3507,0,147.6,39856.1302083333,2009-02-12,03:07:30
40.0320749,116.3506016,0,147.6,39856.1302662037,2009-02-12,03:07:35
40.0320483,116.3504999,0,147.6,39856.1303356481,2009-02-12,03:07:41
40.0320833,116.3504033,0,147.6,39856.1304050926,2009-02-12,03:07:47
40.0321833,116.35037,0,147.6,39856.1304861111,2009-02-12,03:07:54
40.0322783,116.3503916,0,147.6,39856.1305555556,2009-02-12,03:08:00
40.0323883,116.3504183,0,147.6,39856.1306134259,2009-02-12,03:08:05
40.0324599,116.3503583,0,147.6,39856.1306944444,2009-02-12,03:08:12
40.0325266,116.3502616,0,147.6,39856.1307986111,2009-02-12,03:08:21
40.0326216,116.3502366,0,147.6,39856.1308449074,2009-02-12,03:08:25
40.0327183,116.3502433,0,147.6,39856.1309027778,2009-02-12,03:08:30
40.0328083,116.3501766,0,147.6,39856.1309606481,2009-02-12,03:08:35
40.0328883,116.3501233,0,147.6,39856.1310185185,2009-02-12,03:08:40
40.0329616,116.3500433,0,147.6,39856.1311111111,2009-02-12,03:08:48
40.0330516,116.3500299,0,147.6,39856.1311689815,2009-02-12,03:08:53
40.0331366,116.3499916,0,147.6,39856.1313657407,2009-02-12,03:09:10
40.0332283,116.3499449,0,147.6,39856.1314583333,2009-02-12,03:09:18
40.0332899,116.3498716,0,147.6,39856.1315277778,2009-02-12,03:09:24
40.0333866,116.3498283,0,147.6,39856.1315856481,2009-02-12,03:09:29
40.0334799,116.3498133,0,147.6,39856.1316435185,2009-02-12,03:09:34
40.0335666,116.3497583,0,147.6,39856.131724537,2009-02-12,03:09:41
40.0335716,116.3496399,0,147.6,39856.1317708333,2009-02-12,03:09:45
40.0336099,116.3495416,0,147.6,39856.1318055556,2009-02-12,03:09:48
40.0336816,116.3494849,0,147.6,39856.131875,2009-02-12,03:09:54
40.0337049,116.3493866,0,147.6,39856.1319328704,2009-02-12,03:09:59
40.0336383,116.3493233,0,147.6,39856.1319560185,2009-02-12,03:10:01
40.0335633,116.3492616,0,147.6,39856.1320023148,2009-02-12,03:10:05
40.0334783,116.3491899,0,147.6,39856.1320717593,2009-02-12,03:10:11
40.0334533,116.3490683,0,147.6,39856.1321296296,2009-02-12,03:10:16
40.0334133,116.3489649,0,147.6,39856.1321875,2009-02-12,03:10:21
40.0333633,116.3488783,0,147.6,39856.1322453704,2009-02-12,03:10:26
40.0332949,116.3487983,0,147.6,39856.1322916667,2009-02-12,03:10:30
40.0332583,116.3487083,0,147.6,39856.132337963,2009-02-12,03:10:34
40.03327,116.3486116,0,147.6,39856.1323958333,2009-02-12,03:10:39
40.0332883,116.3485183,0,147.6,39856.1324421296,2009-02-12,03:10:43
40.0332733,116.3484216,0,147.6,39856.1324884259,2009-02-12,03:10:47
40.0332633,116.3483266,0,147.6,39856.1325462963,2009-02-12,03:10:52
40.0332249,116.3482366,0,150.9,39856.1326736111,2009-02-12,03:11:03
40.0331549,116.348155,0,147.6,39856.1327199074,2009-02-12,03:11:07
40.0331183,116.3480533,0,150.9,39856.1327662037,2009-02-12,03:11:11
40.0330733,116.347945,0,150.9,39856.1328240741,2009-02-12,03:11:16
40.0330199,116.347855,0,150.9,39856.1328703704,2009-02-12,03:11:20
40.0329633,116.347785,0,154.2,39856.1329166667,2009-02-12,03:11:24
40.0329266,116.3476966,0,154.2,39856.132974537,2009-02-12,03:11:29
40.0328899,116.3476033,0,157.5,39856.1330324074,2009-02-12,03:11:34
40.0328816,116.3475099,0,150.9,39856.1331018518,2009-02-12,03:11:40
40.0328633,116.3474016,0,150.9,39856.1331597222,2009-02-12,03:11:45
40.0328133,116.3473083,0,147.6,39856.1331944444,2009-02-12,03:11:48
40.0327933,116.3472116,0,147.6,39856.1332638889,2009-02-12,03:11:54
40.0327516,116.3471083,0,150.9,39856.1333564815,2009-02-12,03:12:02
40.0327049,116.3470283,0,154.2,39856.1334143518,2009-02-12,03:12:07
40.0326716,116.3469216,0,160.8,39856.1334606481,2009-02-12,03:12:11
40.0326766,116.3468149,0,160.8,39856.1335300926,2009-02-12,03:12:17
40.0326583,116.3467233,0,164,39856.133587963,2009-02-12,03:12:22
40.0326316,116.3466299,0,164,39856.1336458333,2009-02-12,03:12:27
40.0326066,116.3465433,0,170.6,39856.1337037037,2009-02-12,03:12:32
40.0325833,116.3464416,0,170.6,39856.13375,2009-02-12,03:12:36
40.0325449,116.3463466,0,173.9,39856.1338078704,2009-02-12,03:12:41
40.0324883,116.3462549,0,170.6,39856.1338773148,2009-02-12,03:12:47
40.0324699,116.3461633,0,170.6,39856.1339699074,2009-02-12,03:12:55
40.0323899,116.3460816,0,170.6,39856.1340162037,2009-02-12,03:12:59
40.0323433,116.3459833,0,177.2,39856.1340625,2009-02-12,03:13:03
40.0323449,116.3458933,0,190.3,39856.1341666667,2009-02-12,03:13:12
40.0322949,116.3458133,0,196.9,39856.134224537,2009-02-12,03:13:17
40.0322366,116.3457333,0,200.1,39856.1342592593,2009-02-12,03:13:20
40.0321733,116.3456616,0,203.4,39856.1343055556,2009-02-12,03:13:24
40.0321349,116.3455583,0,203.4,39856.1343518518,2009-02-12,03:13:28
40.0320583,116.3454733,0,196.9,39856.134375,2009-02-12,03:13:30
40.0320366,116.3453716,0,196.9,39856.1344444444,2009-02-12,03:13:36
40.0320683,116.3452733,0,200.1,39856.134525463,2009-02-12,03:13:43
40.0320399,116.345185,0,203.4,39856.1346296296,2009-02-12,03:13:52
40.0320183,116.3450899,0,196.9,39856.1347106481,2009-02-12,03:13:59
40.0320333,116.3449799,0,190.3,39856.1347800926,2009-02-12,03:14:05
40.0319949,116.3448783,0,187,39856.1348148148,2009-02-12,03:14:08
40.0319283,116.3448,0,180.4,39856.134849537,2009-02-12,03:14:11
40.0318333,116.3447716,0,164,39856.1349074074,2009-02-12,03:14:16
40.0317733,116.3446766,0,150.9,39856.1349768518,2009-02-12,03:14:22
40.0317649,116.3445683,0,150.9,39856.1350347222,2009-02-12,03:14:27
40.0317916,116.3444783,0,157.5,39856.1351273148,2009-02-12,03:14:35
40.0317616,116.3443683,0,164,39856.1351851852,2009-02-12,03:14:40
40.0317966,116.3442783,0,167.3,39856.1352199074,2009-02-12,03:14:43
40.0318733,116.3442283,0,170.6,39856.1352430556,2009-02-12,03:14:45
40.0319483,116.3441766,0,177.2,39856.1353240741,2009-02-12,03:14:52
40.0319333,116.3440799,0,180.4,39856.1354050926,2009-02-12,03:14:59
40.0318466,116.3440049,0,180.4,39856.135462963,2009-02-12,03:15:04
40.0317716,116.343945,0,187,39856.1354976852,2009-02-12,03:15:07
40.0317449,116.3438533,0,190.3,39856.1355555556,2009-02-12,03:15:12
40.0317033,116.343755,0,190.3,39856.1356018518,2009-02-12,03:15:16
40.0316683,116.3436666,0,193.6,39856.1356365741,2009-02-12,03:15:19
40.0316733,116.3435699,0,196.9,39856.1357060185,2009-02-12,03:15:25
40.0317083,116.3434733,0,200.1,39856.135787037,2009-02-12,03:15:32
40.0317199,116.3433633,0,200.1,39856.1358449074,2009-02-12,03:15:37
40.0316783,116.3432783,0,200.1,39856.1358796296,2009-02-12,03:15:40
40.0315966,116.3432383,0,200.1,39856.1359259259,2009-02-12,03:15:44
40.0315049,116.34316,0,200.1,39856.1360185185,2009-02-12,03:15:52
40.0314316,116.3430866,0,200.1,39856.1360648148,2009-02-12,03:15:56
40.0313716,116.3429883,0,196.9,39856.1361226852,2009-02-12,03:16:01
40.0313616,116.3428916,0,196.9,39856.1361689815,2009-02-12,03:16:05
40.0313316,116.3427766,0,196.9,39856.1362384259,2009-02-12,03:16:11
40.0313066,116.3426883,0,196.9,39856.1362962963,2009-02-12,03:16:16
40.0312766,116.3426033,0,196.9,39856.1363425926,2009-02-12,03:16:20
40.0313299,116.3425249,0,200.1,39856.136400463,2009-02-12,03:16:25
40.0312633,116.3424433,0,200.1,39856.1364351852,2009-02-12,03:16:28
40.0312649,116.3423466,0,200.1,39856.1364930556,2009-02-12,03:16:33
40.0312566,116.3422466,0,203.4,39856.1365625,2009-02-12,03:16:39
40.0312283,116.3421499,0,203.4,39856.1366203704,2009-02-12,03:16:44
40.0311933,116.3420649,0,206.7,39856.1366898148,2009-02-12,03:16:50
40.0311483,116.3419849,0,206.7,39856.1367476852,2009-02-12,03:16:55
40.0310916,116.3419,0,206.7,39856.1368055556,2009-02-12,03:17:00
40.0310249,116.3418199,0,206.7,39856.1368402778,2009-02-12,03:17:03
40.0309866,116.34173,0,206.7,39856.1368981482,2009-02-12,03:17:08
40.0309333,116.3416416,0,206.7,39856.1369328704,2009-02-12,03:17:11
40.0308916,116.3415399,0,206.7,39856.1369791667,2009-02-12,03:17:15
40.0308416,116.3414533,0,210,39856.1370486111,2009-02-12,03:17:21
40.0308183,116.3413516,0,210,39856.1371296296,2009-02-12,03:17:28
40.0308333,116.3412533,0,206.7,39856.1372222222,2009-02-12,03:17:36
40.0307799,116.3411749,0,206.7,39856.1372569444,2009-02-12,03:17:39
40.0307199,116.3411033,0,206.7,39856.1372916667,2009-02-12,03:17:42
40.0306699,116.3410283,0,206.7,39856.137337963,2009-02-12,03:17:46
40.0306283,116.3409316,0,206.7,39856.1374189815,2009-02-12,03:17:53
40.0305766,116.3408566,0,206.7,39856.1374884259,2009-02-12,03:17:59
40.0304749,116.3408483,0,203.4,39856.1375462963,2009-02-12,03:18:04
40.0303849,116.3408533,0,203.4,39856.1375925926,2009-02-12,03:18:08
40.0303333,116.3409333,0,200.1,39856.137650463,2009-02-12,03:18:13
40.0302216,116.3409533,0,200.1,39856.1377083333,2009-02-12,03:18:18
40.0301483,116.3410166,0,196.9,39856.1377546296,2009-02-12,03:18:22
40.0300899,116.3410866,0,190.3,39856.1378472222,2009-02-12,03:18:30
40.0299933,116.3410383,0,190.3,39856.1379166667,2009-02-12,03:18:36
40.0298466,116.3409833,0,190.3,39856.137974537,2009-02-12,03:18:41
40.029705,116.3409199,0,180.4,39856.1382986111,2009-02-12,03:19:09
40.0296449,116.3408449,0,177.2,39856.1383449074,2009-02-12,03:19:13
40.0295533,116.3408683,0,177.2,39856.1384259259,2009-02-12,03:19:20
40.0294616,116.3408316,0,177.2,39856.1384722222,2009-02-12,03:19:24
40.0293333,116.3408116,0,177.2,39856.1385185185,2009-02-12,03:19:28
40.0292316,116.3407866,0,177.2,39856.1385532407,2009-02-12,03:19:31
40.0290783,116.3407733,0,173.9,39856.138587963,2009-02-12,03:19:34
40.0289916,116.340805,0,173.9,39856.1386805556,2009-02-12,03:19:42
40.0289483,116.3408949,0,173.9,39856.1387384259,2009-02-12,03:19:47
40.0289683,116.3409866,0,170.6,39856.138912037,2009-02-12,03:20:02
40.0289333,116.3410883,0,170.6,39856.1396990741,2009-02-12,03:21:10
40.0289733,116.3411899,0,170.6,39856.1397222222,2009-02-12,03:21:12
40.0290133,116.3413033,0,170.6,39856.1397569444,2009-02-12,03:21:15
40.0290183,116.3414066,0,170.6,39856.1398032407,2009-02-12,03:21:19
40.0289316,116.3414783,0,170.6,39856.1398726852,2009-02-12,03:21:25
40.0288433,116.3415066,0,170.6,39856.1399305556,2009-02-12,03:21:30
40.028745,116.3415149,0,170.6,39856.1400115741,2009-02-12,03:21:37
40.0286499,116.3415216,0,170.6,39856.1400578704,2009-02-12,03:21:41
40.0286,116.3415983,0,170.6,39856.1401388889,2009-02-12,03:21:48
40.0286033,116.3414816,0,170.6,39856.1406712963,2009-02-12,03:22:34
40.0286783,116.3417049,0,170.6,39856.1406944444,2009-02-12,03:22:36
40.0286666,116.3418033,0,170.6,39856.1421990741,2009-02-12,03:24:46
